"A","Bilanca odhodkov","9013907176 8993487746 99,77",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","294 294 100,00",""
"0202","Znanstveno - raziskovalna dejavnost","294 294 100,00",""
"020203","Raziskovalna infrastruktura","294 294 100,00",""
"02020301","Infrastrukturna podpora raziskovalni dejavnosti","294 294 100,00",""
"C","Račun financiranja","1273547235 1269201359 99,66",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","1273547235 1269201359 99,66",""
"16","MINISTRSTVO ZA FINANCE","1273547235 1269201359 99,66",""
"1611","Ministrstvo za finance","1273547235 1269201359 99,66",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","1273547235 1269201359 99,66",""
"1601","Servisiranje javnega dolga","1273547235 1269201359 99,66",""
"160101","Servisiranje domačega dolga","1263881014 1259527767 99,66",""
"16010102","Obveznosti iz naslova glavnic domačega dolga","1263881014 1259527767 99,66",""
"160102","Servisiranje dolga do tujine","9666221 9673592 100,08",""
"16010202","Obveznosti iz naslova glavnic tujega dolga","9666221 9673592 100,08",""

