"A","Bilanca odhodkov","9652121502 9362820683 97,00",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","837168 836712 99,95",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","837168 836712 99,95",""
"140103","Dejavnosti upravnih enot","837168 836712 99,95",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","837168 836712 99,95",""
"6244","Upravna enota Sežana","1196699 1171690 97,91",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1196699 1171690 97,91",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1196699 1171690 97,91",""
"140103","Dejavnosti upravnih enot","1196699 1171690 97,91",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1196699 1171690 97,91",""
"6245","Upravna enota Slovenj Gradec","950739 925614 97,36",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","950739 925614 97,36",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","950739 925614 97,36",""
"140103","Dejavnosti upravnih enot","950739 925614 97,36",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","950739 925614 97,36",""
"6246","Upravna enota Slovenska Bistrica","1160520 1171189 100,92",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1160520 1171189 100,92",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1160520 1171189 100,92",""
"140103","Dejavnosti upravnih enot","1160520 1171189 100,92",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1160520 1171189 100,92",""
"6247","Upravna enota Slovenske Konjice","906953 906521 99,95",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","906953 906521 99,95",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","906953 906521 99,95",""
"140103","Dejavnosti upravnih enot","906953 906521 99,95",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","906953 906521 99,95",""
"6248","Upravna enota Šentjur pri Celju","804002 812202 101,02",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","804002 812202 101,02",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","804002 812202 101,02",""
"140103","Dejavnosti upravnih enot","804002 812202 101,02",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","804002 812202 101,02",""
"6249","Upravna enota Škofja Loka","1453601 1442802 99,26",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1453601 1442802 99,26",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1453601 1442802 99,26",""
"140103","Dejavnosti upravnih enot","1453601 1442802 99,26",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1453601 1442802 99,26",""
"6250","Upravna enota Šmarje pri Jelšah","1588601 1602622 100,88",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1588601 1602622 100,88",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1588601 1602622 100,88",""
"140103","Dejavnosti upravnih enot","1588601 1602622 100,88",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1588601 1602622 100,88",""
"6251","Upravna enota Tolmin","1016425 1023339 100,68",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1016425 1023339 100,68",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1016425 1023339 100,68",""
"140103","Dejavnosti upravnih enot","1016425 1023339 100,68",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1016425 1023339 100,68",""
"6252","Upravna enota Trbovlje","856902 856152 99,91",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","856902 856152 99,91",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","856902 856152 99,91",""
"140103","Dejavnosti upravnih enot","856902 856152 99,91",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","856902 856152 99,91",""
"6253","Upravna enota Trebnje","866728 854302 98,57",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","866728 854302 98,57",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","866728 854302 98,57",""
"140103","Dejavnosti upravnih enot","866728 854302 98,57",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","866728 854302 98,57",""
"6254","Upravna enota Tržič","892601 896977 100,49",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","892601 896977 100,49",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","892601 896977 100,49",""
"140103","Dejavnosti upravnih enot","892601 896977 100,49",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","892601 896977 100,49",""
"6255","Upravna enota Velenje","1586197 1611758 101,61",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1586197 1611758 101,61",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1586197 1611758 101,61",""
"140103","Dejavnosti upravnih enot","1586197 1611758 101,61",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1586197 1611758 101,61",""
"6256","Upravna enota Vrhnika","848104 854286 100,73",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","848104 854286 100,73",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","848104 854286 100,73",""
"140103","Dejavnosti upravnih enot","848104 854286 100,73",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","848104 854286 100,73",""
"6257","Upravna enota Zagorje ob Savi","663927 679604 102,36",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","663927 679604 102,36",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","663927 679604 102,36",""
"140103","Dejavnosti upravnih enot","663927 679604 102,36",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","663927 679604 102,36",""
"6258","Upravna enota Žalec","1492559 1512200 101,32",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1492559 1512200 101,32",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1492559 1512200 101,32",""
"140103","Dejavnosti upravnih enot","1492559 1512200 101,32",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1492559 1512200 101,32",""
"3","PRAVOSODNI PRORAČUNSKI UPORABNIKI","201834067 201653984 99,91",""
"41","VRHOVNO SODIŠČE RS","13437442 12865559 95,74",""
"4111","Vrhovno sodišče RS","13157523 12546975 95,36",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","13157523 12546975 95,36",""
"1501","Pravosodje","13157523 12546975 95,36",""
"150101","Dejavnosti sodišč","13157523 12546975 95,36",""
"15010102","Centralna pravosodna knjižnica","94478 90621 95,92",""
"15010103","Informatizacija sodišč","4340648 4425477 101,95",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4440672 4335698 97,64",""
"15010105","Podporne dejavnosti in administracija","2682573 2646888 98,67",""
"15010106","Posebni programi in programi za reševanje sodnih zaostankov","1599152 1048291 65,55",""
"4112","Sodni svet RS","279919 318584 113,81",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","279919 318584 113,81",""
"1501","Pravosodje","279919 318584 113,81",""
"150101","Dejavnosti sodišč","279919 318584 113,81",""
"15010105","Podporne dejavnosti in administracija","279919 318584 113,81",""
"42","VIŠJA IN OKROŽNA SODIŠČA","150523342 151264920 100,49",""
"4211","Višje sodišče Celje","2214088 2161015 97,60",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","2214088 2161015 97,60",""
"1501","Pravosodje","2214088 2161015 97,60",""
"150101","Dejavnosti sodišč","2214088 2161015 97,60",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1631570 1591994 97,57",""
"15010105","Podporne dejavnosti in administracija","582518 569020 97,68",""
"4212","Višje sodišče Koper","2173816 2113741 97,24",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","2173816 2113741 97,24",""
"1501","Pravosodje","2173816 2113741 97,24",""
"150101","Dejavnosti sodišč","2173816 2113741 97,24",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1515799 1493153 98,51",""
"15010105","Podporne dejavnosti in administracija","658017 620587 94,31",""
"4213","Višje sodišče Ljubljana","7913775 7799763 98,56",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7913775 7799763 98,56",""
"1501","Pravosodje","7913775 7799763 98,56",""
"150101","Dejavnosti sodišč","7876775 7772399 98,67",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","6175345 6073871 98,36",""
"15010105","Podporne dejavnosti in administracija","1701430 1698528 99,83",""
"150105","Alternativno reševanje pravosodnih sporov","37000 27365 73,96",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","37000 27365 73,96",""
"4214","Višje sodišče Maribor","4169686 4080974 97,87",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4169686 4080974 97,87",""
"1501","Pravosodje","4169686 4080974 97,87",""
"150101","Dejavnosti sodišč","4167186 4080902 97,93",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2999639 2916767 97,24",""
"15010105","Podporne dejavnosti in administracija","1167547 1164135 99,71",""
"150105","Alternativno reševanje pravosodnih sporov","2500 71 2,85",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2500 71 2,85",""
"4215","Okrožno sodišče v Celju","17350356 17589656 101,38",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","17350356 17589656 101,38",""
"1501","Pravosodje","17350356 17589656 101,38",""
"150101","Dejavnosti sodišč","17207356 17459874 101,47",""
"15010101","Brezplačna pravna pomoč","1124684 1478329 131,44",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","14846526 14755235 99,39",""
"15010105","Podporne dejavnosti in administracija","1236146 1226310 99,20",""
"150105","Alternativno reševanje pravosodnih sporov","143000 129782 90,76",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","143000 129782 90,76",""
"4216","Okrožno sodišče v Kopru","10651682 10568046 99,21",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","10651682 10568046 99,21",""
"1501","Pravosodje","10651682 10568046 99,21",""
"150101","Dejavnosti sodišč","10623682 10540850 99,22",""
"15010101","Brezplačna pravna pomoč","409427 516524 126,16",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","9115381 8976478 98,48",""
"15010105","Podporne dejavnosti in administracija","1098874 1047848 95,36",""
"150105","Alternativno reševanje pravosodnih sporov","28000 27196 97,13",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","28000 27196 97,13",""
"4217","Okrožno sodišče v Kranju","9517542 9417216 98,95",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","9517542 9417216 98,95",""
"1501","Pravosodje","9517542 9417216 98,95",""
"150101","Dejavnosti sodišč","9499542 9399414 98,95",""
"15010101","Brezplačna pravna pomoč","523578 580100 110,80",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","8191096 8037841 98,13",""
"15010105","Podporne dejavnosti in administracija","784868 781473 99,57",""
"150105","Alternativno reševanje pravosodnih sporov","18000 17802 98,90",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","18000 17802 98,90",""
"4218","Okrožno sodišče v Ljubljani","25957192 26638465 102,62",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","25957192 26638465 102,62",""
"1501","Pravosodje","25957192 26638465 102,62",""
"150101","Dejavnosti sodišč","25836192 26515960 102,63",""
"15010101","Brezplačna pravna pomoč","1518765 2350429 154,76",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","21485164 21364192 99,44",""
"15010105","Podporne dejavnosti in administracija","2832263 2801339 98,91",""
"150105","Alternativno reševanje pravosodnih sporov","121000 122505 101,24",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","121000 122505 101,24",""
"4219","Okrožno sodišče v Mariboru","15838227 16132341 101,86",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","15838227 16132341 101,86",""
"1501","Pravosodje","15838227 16132341 101,86",""
"150101","Dejavnosti sodišč","15778227 16077640 101,90",""
"15010101","Brezplačna pravna pomoč","762036 1128567 148,10",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","13491299 13498359 100,05",""
"15010105","Podporne dejavnosti in administracija","1524892 1450714 95,14",""
"150105","Alternativno reševanje pravosodnih sporov","60000 54701 91,17",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","60000 54701 91,17",""
"4220","Okrožno sodišče v Murski Soboti","8104738 8110403 100,07",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","8104738 8110403 100,07",""
"1501","Pravosodje","8104738 8110403 100,07",""
"150101","Dejavnosti sodišč","8091738 8100993 100,11",""
"15010101","Brezplačna pravna pomoč","363605 470143 129,30",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","6862929 6813150 99,27",""
"15010105","Podporne dejavnosti in administracija","865204 817700 94,51",""
"150105","Alternativno reševanje pravosodnih sporov","13000 9410 72,38",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","13000 9410 72,38",""
"4221","Okrožno sodišče v Novi Gorici","6682088 6711732 100,44",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","6682088 6711732 100,44",""
"1501","Pravosodje","6682088 6711732 100,44",""
"150101","Dejavnosti sodišč","6663088 6689670 100,40",""
"15010101","Brezplačna pravna pomoč","199677 219672 110,01",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5742748 5764134 100,37",""
"15010105","Podporne dejavnosti in administracija","720662 705863 97,95",""
"150105","Alternativno reševanje pravosodnih sporov","19000 22062 116,12",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","19000 22062 116,12",""
"4222","Okrožno sodišče v Novem mestu","5892012 5984686 101,57",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5892012 5984686 101,57",""
"1501","Pravosodje","5892012 5984686 101,57",""
"150101","Dejavnosti sodišč","5877012 5972386 101,62",""
"15010101","Brezplačna pravna pomoč","245167 268057 109,34",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5022962 5080670 101,15",""
"15010105","Podporne dejavnosti in administracija","608883 623659 102,43",""
"150105","Alternativno reševanje pravosodnih sporov","15000 12300 82,00",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","15000 12300 82,00",""
"4223","Okrožno sodišče v Krškem","4861208 4952442 101,88",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4861208 4952442 101,88",""
"1501","Pravosodje","4861208 4952442 101,88",""
"150101","Dejavnosti sodišč","4852208 4939958 101,81",""
"15010101","Brezplačna pravna pomoč","306058 394947 129,04",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3914370 3940120 100,66",""
"15010105","Podporne dejavnosti in administracija","631780 604891 95,74",""
"150105","Alternativno reševanje pravosodnih sporov","9000 12484 138,71",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","9000 12484 138,71",""
"4224","Okrožno sodišče na Ptuju","5526012 5673208 102,66",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5526012 5673208 102,66",""
"1501","Pravosodje","5526012 5673208 102,66",""
"150101","Dejavnosti sodišč","5478012 5616693 102,53",""
"15010101","Brezplačna pravna pomoč","297770 408824 137,30",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4603611 4639799 100,79",""
"15010105","Podporne dejavnosti in administracija","576631 568070 98,52",""
"150105","Alternativno reševanje pravosodnih sporov","48000 56515 117,74",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","48000 56515 117,74",""
"4225","Okrožno sodišče v Slovenj Gradcu","4004850 4111183 102,66",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4004850 4111183 102,66",""
"1501","Pravosodje","4004850 4111183 102,66",""
"150101","Dejavnosti sodišč","3981850 4093744 102,81",""
"15010101","Brezplačna pravna pomoč","273887 380565 138,95",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3124554 3141908 100,56",""
"15010105","Podporne dejavnosti in administracija","583409 571271 97,92",""
"150105","Alternativno reševanje pravosodnih sporov","23000 17438 75,82",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","23000 17438 75,82",""
"4230","Okrajno sodišče v Ljubljani","19666070 19220049 97,73",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","19666070 19220049 97,73",""
"1501","Pravosodje","19666070 19220049 97,73",""
"150101","Dejavnosti sodišč","19657070 19206926 97,71",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","18109952 17946595 99,10",""
"15010105","Podporne dejavnosti in administracija","1547118 1260331 81,46",""
"150105","Alternativno reševanje pravosodnih sporov","9000 13123 145,81",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","9000 13123 145,81",""
"44","TOŽILSTVA","18871639 18739125 99,30",""
"4411","Vrhovno državno tožilstvo RS","5216834 5185340 99,40",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5216834 5185340 99,40",""
"1501","Pravosodje","5216834 5185340 99,40",""
"150102","Dejavnosti tožilstev in pravobranilstva","5216834 5185340 99,40",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","5216834 5185340 99,40",""
"4416","Okrožno državno tožilstvo v Celju","1545903 1497354 96,86",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1545903 1497354 96,86",""
"1501","Pravosodje","1545903 1497354 96,86",""
"150102","Dejavnosti tožilstev in pravobranilstva","1545903 1497354 96,86",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1545903 1497354 96,86",""
"4417","Okrožno državno tožilstvo v Kopru","1003632 997789 99,42",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1003632 997789 99,42",""
"1501","Pravosodje","1003632 997789 99,42",""
"150102","Dejavnosti tožilstev in pravobranilstva","1003632 997789 99,42",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1003632 997789 99,42",""
"4418","Okrožno državno tožilstvo v Kranju","895450 916522 102,35",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","895450 916522 102,35",""
"1501","Pravosodje","895450 916522 102,35",""
"150102","Dejavnosti tožilstev in pravobranilstva","895450 916522 102,35",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","895450 916522 102,35",""
"4419","Okrožno državno tožilstvo v Ljubljani","4214995 4135497 98,11",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4214995 4135497 98,11",""
"1501","Pravosodje","4214995 4135497 98,11",""
"150102","Dejavnosti tožilstev in pravobranilstva","4214995 4135497 98,11",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","4214995 4135497 98,11",""
"4420","Okrožno državno tožilstvo v Mariboru","1614685 1600185 99,10",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1614685 1600185 99,10",""
"1501","Pravosodje","1614685 1600185 99,10",""
"150102","Dejavnosti tožilstev in pravobranilstva","1614685 1600185 99,10",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1614685 1600185 99,10",""
"4421","Okrožno državno tožilstvo v Murski Soboti","826960 812304 98,23",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","826960 812304 98,23",""
"1501","Pravosodje","826960 812304 98,23",""
"150102","Dejavnosti tožilstev in pravobranilstva","826960 812304 98,23",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","826960 812304 98,23",""
"4422","Okrožno državno tožilstvo v Novi Gorici","688577 683545 99,27",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","688577 683545 99,27",""
"1501","Pravosodje","688577 683545 99,27",""
"150102","Dejavnosti tožilstev in pravobranilstva","688577 683545 99,27",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","688577 683545 99,27",""
"4423","Okrožno državno tožilstvo v Novem mestu","762609 778160 102,04",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","762609 778160 102,04",""
"1501","Pravosodje","762609 778160 102,04",""
"150102","Dejavnosti tožilstev in pravobranilstva","762609 778160 102,04",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","762609 778160 102,04",""
"4424","Okrožno državno tožilstvo v Krškem","742626 734021 98,84",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","742626 734021 98,84",""
"1501","Pravosodje","742626 734021 98,84",""
"150102","Dejavnosti tožilstev in pravobranilstva","742626 734021 98,84",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","742626 734021 98,84",""
"4425","Okrožno državno tožilstvo na Ptuju","749557 767148 102,35",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","749557 767148 102,35",""
"1501","Pravosodje","749557 767148 102,35",""
"150102","Dejavnosti tožilstev in pravobranilstva","749557 767148 102,35",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","749557 767148 102,35",""
"4426","Okrožno državno tožilstvo v Slovenj Gradcu","609811 631260 103,52",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","609811 631260 103,52",""
"1501","Pravosodje","609811 631260 103,52",""
"150102","Dejavnosti tožilstev in pravobranilstva","609811 631260 103,52",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","609811 631260 103,52",""
"454","DRŽAVNO PRAVOBRANILSTVO RS","7831409 7647188 97,65",""
"4514","Državno pravobranilstvo RS","7831409 7647188 97,65",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7831409 7647188 97,65",""
"1501","Pravosodje","7831409 7647188 97,65",""
"150102","Dejavnosti tožilstev in pravobranilstva","6481409 6184488 95,42",""
"15010202","Zastopanje RS in vodenje predhodnih postopkov","6481409 6184488 95,42",""
"150104","Poprava krivic in odškodnine","1350000 1462700 108,35",""
"15010404","Izplačilo odškodnin","1350000 1462700 108,35",""
"46","UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE","3576505 3530226 98,71",""
"4611","Upravno sodišče Republike Slovenije","3576505 3530226 98,71",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3576505 3530226 98,71",""
"1501","Pravosodje","3576505 3530226 98,71",""
"150101","Dejavnosti sodišč","3576505 3530226 98,71",""
"15010101","Brezplačna pravna pomoč","57117 55175 96,60",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3215601 3163653 98,38",""
"15010105","Podporne dejavnosti in administracija","303787 311398 102,51",""
"50","DELOVNA IN SOCIALNA SODIŠČA","7593730 7606966 100,17",""
"5011","Višje delovno in socialno sodišče","1486985 1509978 101,55",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1486985 1509978 101,55",""
"1501","Pravosodje","1486985 1509978 101,55",""
"150101","Dejavnosti sodišč","1486985 1509978 101,55",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1362286 1384093 101,60",""
"15010105","Podporne dejavnosti in administracija","124699 125884 100,95",""
"5012","Delovno sodišče v Celju","654406 637863 97,47",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","654406 637863 97,47",""
"1501","Pravosodje","654406 637863 97,47",""
"150101","Dejavnosti sodišč","650406 633856 97,46",""
"15010101","Brezplačna pravna pomoč","136802 128166 93,69",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","462837 460217 99,43",""
"15010105","Podporne dejavnosti in administracija","50767 45473 89,57",""
"150105","Alternativno reševanje pravosodnih sporov","4000 4008 100,19",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","4000 4008 100,19",""
"5013","Delovno sodišče v Kopru","556401 568915 102,25",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","556401 568915 102,25",""
"1501","Pravosodje","556401 568915 102,25",""
"150101","Dejavnosti sodišč","545401 553550 101,49",""
"15010101","Brezplačna pravna pomoč","62067 62755 101,11",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","356702 363963 102,04",""
"15010105","Podporne dejavnosti in administracija","126632 126832 100,16",""
"150105","Alternativno reševanje pravosodnih sporov","11000 15365 139,68",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","11000 15365 139,68",""
"5014","Delovno in socialno sodišče v Ljubljani","3569326 3546014 99,35",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3569326 3546014 99,35",""
"1501","Pravosodje","3569326 3546014 99,35",""
"150101","Dejavnosti sodišč","3447326 3426553 99,40",""
"15010101","Brezplačna pravna pomoč","208125 186608 89,66",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2899033 2884472 99,50",""
"15010105","Podporne dejavnosti in administracija","340168 355474 104,50",""
"150105","Alternativno reševanje pravosodnih sporov","122000 119461 97,92",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","122000 119461 97,92",""
"5015","Delovno sodišče v Mariboru","1326612 1344196 101,33",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1326612 1344196 101,33",""
"1501","Pravosodje","1326612 1344196 101,33",""
"150101","Dejavnosti sodišč","1305612 1318618 101,00",""
"15010101","Brezplačna pravna pomoč","154409 177782 115,14",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","919631 909721 98,92",""
"15010105","Podporne dejavnosti in administracija","231572 231115 99,80",""
"150105","Alternativno reševanje pravosodnih sporov","21000 25578 121,80",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","21000 25578 121,80",""
"B","Račun finančnih terjatev in naložb","760150053 717483111 94,39",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","760150053 717483111 94,39",""
"151","SLUŽBA VLADE RS ZA LOKALNO SAMOUPRAVO IN REGIONALNO POLITIKO","8086087 7810705 96,59",""
"1536","Služba Vlade RS za lokalno samoupravo in regionalno politiko","8086087 7810705 96,59",""
"01","PODJETNIŠTVO IN KONKURENČNOST","8086087 7810705 96,59",""
